Year,Units,Sex,Age,Region,County,Local Authority,Disability status,Ethnicity,Ethnic group,Employment status,GeoCode,Value
2018,Percentage (%),,,,,East Ayrshire and North Ayrshire mainland,,,,,S92000003,85.3
2018,Percentage (%),,,,,"East Dunbartonshire, West Dunbartonshire and Helensburgh  Lomond",,,,,S92000003,89.3
2018,Percentage (%),,,,,East Lothian and Midlothian,,,,,S92000003,93.1
2018,Percentage (%),,,,,"Edinburgh, City of",,,,,S92000003,91.9
2018,Percentage (%),,,,,Falkirk,,,,,S12000014,91.8
2018,Percentage (%),,,,,Glasgow City,,,,,S12000046,87.3
2018,Percentage (%),,,,,Highlands and Islands,,,,,S92000003,87.3
2018,Percentage (%),,,,,"Inverclyde, East Renfrewshire and Renfrewshire",,,,,S92000003,87.4
2018,Percentage (%),,,,,North Lanarkshire,,,,,S12000044,86.3
2018,Percentage (%),,,,,Perth  Kinross and Stirling,,,,,S92000003,91.3
2018,Percentage (%),,,,,Scottish Borders,,,,,S12000026,90.9
2018,Percentage (%),,,,,South Ayrshire,,,,,S12000028,88.9
2018,Percentage (%),,,,,South Lanarkshire,,,,,S12000029,89.1
2018,Percentage (%),,,,,West Lothian,,,,,S12000040,93.6
2018,Percentage (%),,,Scotland,,,,,,,S92000003,89.2
2018,Percentage (%),,,,,Berkshire,,,,,E12000008,94.8
2018,Percentage (%),,,,,Brighton and Hove,,,,,E06000043,93.9
2018,Percentage (%),,,,Buckinghamshire,,,,,,E10000002,93.8
2018,Percentage (%),,,,,Central Hampshire,,,,,E12000008,93.3
2018,Percentage (%),,,,,East Kent,,,,,E12000008,91.4
2018,Percentage (%),,,,,East Surrey,,,,,E12000008,91.8
2018,Percentage (%),,,,,East Sussex CC,,,,,E12000008,86.9
2018,Percentage (%),,,,,Isle of Wight,,,,,E06000046,92.9
2018,Percentage (%),,,,,Kent Thames Gateway,,,,,E12000008,93.1
2018,Percentage (%),,,,,Medway,,,,,E06000035,88.6
2018,Percentage (%),,,,,Mid Kent,,,,,E12000008,85.9
2018,Percentage (%),,,,,Milton Keynes,,,,,E06000042,93.4
2018,Percentage (%),,,,,North Hampshire,,,,,E12000008,96.3
2018,Percentage (%),,,,,Oxfordshire,,,,,E12000008,95.5
2018,Percentage (%),,,,,Portsmouth,,,,,E06000044,80.4
2018,Percentage (%),,,,,South Hampshire,,,,,E12000008,91.1
2018,Percentage (%),,,,,Southampton,,,,,E06000045,88.7
2018,Percentage (%),,,,,West Kent,,,,,E12000008,91.7
2018,Percentage (%),,,,,West Surrey,,,,,E12000008,93.0
2018,Percentage (%),,,,,West Sussex (North East),,,,,E12000008,93.1
2018,Percentage (%),,,,,West Sussex (South West),,,,,E12000008,89.7
2018,Percentage (%),,,South East,,,,,,,E12000008,92.0
2018,Percentage (%),,,,,"Bath and North East Somerset, North Somerset and South Gloucestershire",,,,,E12000009,93.0
2018,Percentage (%),,,,,Bournemouth and Poole,,,,,E12000009,91.5
2018,Percentage (%),,,,,Bristol,,,,,E06000023,92.8
2018,Percentage (%),,,,,Cornwall and Isles of Scilly,,,,,E12000009,85.0
2018,Percentage (%),,,,,Devon CC,,,,,E12000009,89.2
2018,Percentage (%),,,,,Dorset CC,,,,,E12000009,88.2
2018,Percentage (%),,,,,Gloucestershire,,,,,E12000009,90.1
2018,Percentage (%),,,,,Plymouth,,,,,E06000026,86.8
2018,Percentage (%),,,,,Somerset,,,,,E12000009,87.6
2018,Percentage (%),,,,,Swindon,,,,,E06000030,93.9
2018,Percentage (%),,,,,Torbay,,,,,E06000027,93.7
2018,Percentage (%),,,,,Wiltshire,,,,,E06000054,89.6
2018,Percentage (%),,,South West,,,,,,,E12000009,89.8
2018,Percentage (%),,,,,Bridgend and Neath Port Talbot,,,,,W92000004,87.7
2018,Percentage (%),,,,,Cardiff and Vale of Glamorgan,,,,,W92000004,93.2
2018,Percentage (%),,,,,Central Valleys,,,,,W92000004,84.8
2018,Percentage (%),,,,,Conwy and Denbighshire,,,,,W92000004,86.8
2018,Percentage (%),,,,,Flintshire and Wrexham,,,,,W92000004,89.9
2018,Percentage (%),,,,,Gwent,,,,,W92000004,88.2
2018,Percentage (%),,,,,Gwynedd,,,,,W06000002,88.1
2018,Percentage (%),,,,,Isle of Anglesey,,,,,W06000001,86.7
2018,Percentage (%),,,,,Monmouthshire and Newport,,,,,W92000004,93.6
2018,Percentage (%),,,,,Powys,,,,,W06000023,86.2
2018,Percentage (%),,,,,Pembrokeshire,,,,,W06000009,86.3
2018,Percentage (%),,,,,Swansea,,,,,W06000011,90.0
2018,Percentage (%),,,Wales,,,,,,,W92000004,88.9
2018,Percentage (%),,,,,Birmingham,,,,,E08000025,88.6
2018,Percentage (%),,,,,Coventry,,,,,E08000026,88.1
2018,Percentage (%),,,,,Dudley,,,,,E08000027,85.8
2018,Percentage (%),,,,,Herefordshire,,,,,E06000019,92.8
2018,Percentage (%),,,,,Sandwell,,,,,E08000028,87.0
2018,Percentage (%),,,,,Shropshire CC,,,,,E12000005,84.0
2018,Percentage (%),,,,,Solihull,,,,,E08000029,90.5
2018,Percentage (%),,,,,Staffordshire CC,,,,,E12000005,91.0
2018,Percentage (%),,,,,Stoke-on-Trent,,,,,E06000021,90.2
2018,Percentage (%),,,,,Telford and Wrekin,,,,,E06000020,87.2
2018,Percentage (%),,,,,Walsall,,,,,E08000030,85.6
2018,Percentage (%),,,,,Warwickshire,,,,,E12000005,89.4
2018,Percentage (%),,,,,Wolverhampton,,,,,E08000031,85.6
2018,Percentage (%),,,,Worcestershire,,,,,,E10000034,90.7
2018,Percentage (%),,,West Midlands,,,,,,,E12000005,88.7
2018,Percentage (%),,,,,"Barnsley, Doncaster and Rotherham",,,,,,85.1
2018,Percentage (%),,,,,Bradford,,,,,E08000032,87.3
2018,Percentage (%),,,,,Calderdale and Kirklees,,,,,,91.5
2018,Percentage (%),,,,,East Riding of Yorkshire,,,,,E06000011,85.6
2018,Percentage (%),,,,,Kingston upon Hull,,,,,E06000010,91.6
2018,Percentage (%),,,,,Leeds,,,,,E08000035,91.1
2018,Percentage (%),,,,,North and North East Lincolnshire,,,,,,82.6
2018,Percentage (%),,,,North Yorkshire,,,,,,E10000023,85.3
2018,Percentage (%),,,,,Sheffield,,,,,E08000019,89.7
2018,Percentage (%),,,,,Wakefield,,,,,E08000036,87.3
2018,Percentage (%),,,,,York,,,,,E06000014,88.6
2018,Percentage (%),,,Yorkshire and the Humber,,,,,,,,87.9
2018,Percentage (%),,,,,,Equality Act disabled,,,,,76.6
2018,Percentage (%),,,,,,Not Equality Act disabled,,,,,93.9
2018,Percentage (%),,,,,,,Asian/Asian British,Bangladeshi,,,90.7
2018,Percentage (%),,,,,,,Black/African/Caribbean/Black British,,,,91.2
2018,Percentage (%),,,,,,,Asian/Asian British,Chinese,,,97.6
2018,Percentage (%),,,,,,,Asian/Asian British,Indian,,,92.7
2018,Percentage (%),,,,,,,Mixed/multiple ethnic groups,,,,97.9
2018,Percentage (%),,,,,,,Asian/Asian British,Any other Asian background,,,96.4
2018,Percentage (%),,,,,,,Other ethnic group,,,,95.4
2018,Percentage (%),,,,,,,Asian/Asian British,Pakistani,,,92.8
2018,Percentage (%),,,,,,,White,,,,89.3
2018,Percentage (%),,,,,,,,,Employed,,98.3
2018,Percentage (%),,,,,,,,,Government employment & training programmes,,98.8
2018,Percentage (%),,,,,,,,,Inactive,,87.9
2018,Percentage (%),,,,,,,,,Retired,,64.3
2018,Percentage (%),,,,,,,,,Self-employed,,97.1
2018,Percentage (%),,,,,,,,,Student,,99.5
2018,Percentage (%),,,,,,,,,Unemployed,,97.2
2018,Percentage (%),,,,,,,,,Unpaid family worker,,94.6
2018,Percentage (%),,,,,,,,,,,89.8
